Titulo do imóvel,Tipo do imóvel,Preço,Valor Condomínio,Bairro,Link para o anúncio,Origem,Quartos,Suítes,Área do imóvel
Sala Comercial Ampla Disponível Para Locação Na Vila Pioneiro,Sala Comercial,5700,0,vila pioneiro,https://www.imobiliariagiaretta.com.br/imovel/locacao/sala-comercial/toledo/vila-pioneiro/sala-comercial-ampla-disponivel-para-locacao-na-vila-pioneiro--toledo---pr/780304,Giaretta,0,0,200.0
Sala Comercial Ampla Para Locação No Jardim Porto Alegre,Sala Comercial,5800,0,jardim porto alegre,https://www.imobiliariagiaretta.com.br/imovel/locacao/sala-comercial/toledo/jardim-porto-alegre/sala-comercial-ampla-para-locacao-no-jardim-porto-alegre--toledo---pr/669521,Giaretta,0,0,265.0
Sala Comercial Nova Com Mezanino Para Locação Na Vila Pioneiro,Sala Comercial,5800,0,vila pioneiro,https://www.imobiliariagiaretta.com.br/imovel/locacao/sala-comercial/toledo/vila-pioneiro/sala-comercial-nova-com-mezanino-para-locacao-na-vila-pioneiro--toledo---pr/539243,Giaretta,0,0,193.0
Sala Comercial Nova Com Mezanino Para Locação Na Vila Pioneiro,Sala Comercial,5800,0,vila pioneiro,https://www.imobiliariagiaretta.com.br/imovel/locacao/sala-comercial/toledo/vila-pioneiro/sala-comercial-nova-com-mezanino-para-locacao-na-vila-pioneiro--toledo---pr/539245,Giaretta,0,0,193.0
Apartamento Para Locação No Edifício Downtown,Residencial,5800,650,jardim la salle,https://www.imobiliariagiaretta.com.br/imovel/locacao/apartamento/toledo/jardim-la-salle/apartamento-para-locacao-no-edificio-downtown--jardim-la-salle--toledo---pr/861308,Giaretta,0,3,244.0
Sala Comercial Ampla Para Locação Em Excelente Localização,Sala Comercial,5900,0,centro,https://www.imobiliariagiaretta.com.br/imovel/locacao/sala-comercial/toledo/centro/sala-comercial-ampla-para-locacao-em-excelente-localizacao--centro--toledo---pr/838329,Giaretta,0,0,125.0
Casa Ampla Para Locação Em Ótima Localização No Jardim Pancera,Residencial,6325,0,jardim pancera,https://www.imobiliariagiaretta.com.br/imovel/locacao/casa/toledo/jardim-pancera/casa-ampla-para-locacao-em-otima-localizacao-no-jardim-pancera--toledo---pr/840578,Giaretta,2,1,217.0
Barracão Amplo Para Locação,Barracão,6500,0,jardim concordia,https://www.imobiliariagiaretta.com.br/imovel/locacao/barracao/toledo/jardim-concordia/barracao-amplo-para-locacao--jardim-concordia--toledo---pr/842241,Giaretta,0,0,447.0
Barracão Com Mezanino Para Locação,Barracão,6500,0,jardim europa,https://www.imobiliariagiaretta.com.br/imovel/locacao/barracao/toledo/jardim-europa/barracao-com-mezanino-para-locacao--jardim-europa--toledo---pr/816139,Giaretta,0,0,445.0
Barracão Amplo Para Locação Em Excelente Localização,Barracão,6500,0,jardim pancera,https://www.imobiliariagiaretta.com.br/imovel/locacao/barracao/toledo/jardim-pancera/barracao-amplo-para-locacao-em-excelente-localizacao--jardim-pancera--toledo-pr/879601,Giaretta,0,0,424.0
Barracão Para Locação Com Excelente Localização,Barracão,6600,0,vila operaria,https://www.imobiliariagiaretta.com.br/imovel/locacao/barracao/toledo/vila-operaria/barracao-para-locacao-com-excelente-localizacao--vila-operaria--toledo---pr/812014,Giaretta,0,0,360.0
Barracão Para Locação Na Avenida Maripá,Barracão,6690,0,vila operaria,https://www.imobiliariagiaretta.com.br/imovel/locacao/barracao/toledo/vila-operaria/barracao-para-locacao-na-avenida-maripa--vila-operaria--toledo---pr/819378,Giaretta,0,0,200.0
Barracão Amplo Para Locação Em Ótima Localização,Barracão,6800,0,jardim gisela,https://www.imobiliariagiaretta.com.br/imovel/locacao/barracao/toledo/jardim-gisela/barracao-amplo-para-locacao-em-otima-localizacao--jardim-gisela--toledo---pr/876508,Giaretta,0,0,340.0
Barracão Para Locação Na Avenida Maripá,Barracão,6900,0,jardim europa,https://www.imobiliariagiaretta.com.br/imovel/locacao/barracao/toledo/jardim-europa/barracao-para-locacao-na-avenida-maripa--jardim-america--toledo---pr/837189,Giaretta,0,0,294.0
Barracão Amplo Para Locação Em Ótima Localização,Barracão,7000,0,vila industrial,https://www.imobiliariagiaretta.com.br/imovel/locacao/barracao/toledo/vila-industrial/barracao-amplo-para-locacao-em-otima-localizacao--vila-industrial--toledo---pr/877161,Giaretta,0,0,400.0
Duas Salas Comerciais No Corporativo Taipas Para Locação,Residencial,7400,0,centro,https://www.imobiliariagiaretta.com.br/imovel/locacao/sala-comercial/toledo/centro/duas-salas-comerciais-no-corporativo-taipas-para-locacao--centro--toledo---pr/672380,Giaretta,0,0,75.0
Sala Comercial Ampla Para Locação Em Ótima Localização,Sala Comercial,7900,0,centro,https://www.imobiliariagiaretta.com.br/imovel/locacao/sala-comercial/toledo/centro/sala-comercial-ampla-para-locacao-em-otima-localizacao--centro--toledo---pr/804579,Giaretta,0,0,191.0
Barracão Comercial Amplo Com Mezanino Para Locação No Centro,Barracão,8000,0,centro,https://www.imobiliariagiaretta.com.br/imovel/locacao/barracao/toledo/centro/barracao-comercial-amplo-com-mezanino-para-locacao-no-centro--toledo---pr/806192,Giaretta,0,0,250.0
Sala Comercial Ampla Para Locação Em Ótima Localização,Sala Comercial,8500,0,centro,https://www.imobiliariagiaretta.com.br/imovel/locacao/sala-comercial/toledo/centro/sala-comercial-ampla-para-locacao-em-otima-localizacao--centro--toledo---pr/809544,Giaretta,0,0,299.0
Barracão Amplo Para Locação,Barracão,8900,0,jardim tocantins,https://www.imobiliariagiaretta.com.br/imovel/locacao/barracao/toledo/jardim-tocantins/barracao-amplo-para-locacao--jardim-tocantins--toledo---pr/771486,Giaretta,0,0,440.0
Barracão Amplo Para Locação Em Ótima Localização,Barracão,9000,0,jardim tocantins,https://www.imobiliariagiaretta.com.br/imovel/locacao/barracao/toledo/jardim-tocantins/barracao-amplo-para-locacao-em-otima-localizacao--jardim-tocantins--toledo---pr/875904,Giaretta,0,0,404.0
Casa De Alto Padrão Para Locação,Residencial,9000,0,jardim gisela,https://www.imobiliariagiaretta.com.br/imovel/locacao/casa/toledo/jardim-gisela/casa-de-alto-padrao-para-locacao--jardim-gisela--toledo---pr/817026,Giaretta,3,1,264.0
Sala Comercial Com Ótima Localização Para Locação No Centro,Sala Comercial,9000,0,centro,https://www.imobiliariagiaretta.com.br/imovel/locacao/sala-comercial/toledo/centro/sala-comercial-com-otima-localizacao-para-locacao-no-centro--toledo---pr/780254,Giaretta,0,0,285.0
Sala Comercial Para Locação Em Região Privilegiada Da Cidade Centro,Sala Comercial,9500,0,centro,https://www.imobiliariagiaretta.com.br/imovel/locacao/sala-comercial/toledo/centro/sala-comercial-para-locacao-em-regiao-privilegiada-da-cidade-centro--toledo---pr/789164,Giaretta,0,0,703.0
Sala Comercial Ampla Para Locação Em Excelente Localização,Sala Comercial,9900,0,centro,https://www.imobiliariagiaretta.com.br/imovel/locacao/sala-comercial/toledo/centro/sala-comercial-ampla-para-locacao-em-excelente-localizacao--centro--toledo---pr/808400,Giaretta,0,0,167.0
Sala Comercial Edifício Luxor Para Locação,Sala Comercial,10000,0,jardim santa maria,https://www.imobiliariagiaretta.com.br/imovel/locacao/sala-comercial/toledo/jardim-santa-maria/sala-comercial-edificio-luxor-para-locacao--jd--santa-maria--toledo---pr/591649,Giaretta,0,0,223.0
Sala Comercial Com Barracão Amplo Para Locação,Barracão,10000,0,jardim santa maria,https://www.imobiliariagiaretta.com.br/imovel/locacao/sala-comercial/toledo/jardim-santa-maria/sala-comercial-com-barracao-amplo-para-locacao--jardim-santa-maria--toledo---pr/797375,Giaretta,0,0,1241.0
Sobrado Com Excelente Localização Para Locação,Residencial,11000,0,vila industrial,https://www.imobiliariagiaretta.com.br/imovel/locacao/sobrado/toledo/vila-industrial/sobrado-com-excelente-localizacao-para-locacao--vila-industrial--toledo---pr/677667,Giaretta,0,4,553.0
Barracão Com Excelente Localização Para Locação,Barracão,12000,0,jardim gisela,https://www.imobiliariagiaretta.com.br/imovel/locacao/barracao/toledo/jardim-gisela/barracao-com-excelente-localizacao-para-locacao--jardim-gisela--toledo---pr/590886,Giaretta,0,0,800.0
Casa Com 4 Dormitórios Para Locação,Residencial,12000,0,jardim la salle,https://www.imobiliariagiaretta.com.br/imovel/locacao/casa/toledo/jardim-la-salle/casa-com-4-dormitorios-para-locacao--jardim-la-salle--toledo---pr/785007,Giaretta,3,1,80.0
Sala Comercial Para Locação,Sala Comercial,12000,0,centro,https://www.imobiliariagiaretta.com.br/imovel/locacao/sala-comercial/toledo/centro/sala-comercial-para-locacao--otima-localizacao--centro--toledo---pr/762833,Giaretta,0,0,300.0
Sala Comercial Com Excelente Localização Para Locação,Sala Comercial,12000,0,centro,https://www.imobiliariagiaretta.com.br/imovel/locacao/sala-comercial/toledo/centro/sala-comercial-com-excelente-localizacao-para-locacao--centro--toledo---pr/594154,Giaretta,1,1,440.0
Sobrado De Alto Padrão Para Locação,Residencial,12089,0,centro,https://www.imobiliariagiaretta.com.br/imovel/locacao/sobrado/toledo/centro/sobrado-de-alto-padrao-para-locacao--centro--toledo---pr/441434,Giaretta,6,2,104.0
Barracão Amplo Para Locação Em Ótima Localização,Barracão,13000,0,vila becker,https://www.imobiliariagiaretta.com.br/imovel/locacao/barracao/toledo/vila-becker/barracao-amplo-para-locacao-em-otima-localizacao--vila-becker--toledo---pr/876316,Giaretta,0,0,550.0
Barracão Comercial Amplo Para Locação No Centro,Barracão,13000,0,centro,https://www.imobiliariagiaretta.com.br/imovel/locacao/barracao/toledo/centro/barracao-comercial-amplo-para-locacao-no-centro--toledo---pr/805958,Giaretta,0,0,440.0
Sala Comercial Ampla Para Locação Em Ótima Localização,Sala Comercial,13000,0,vila becker,https://www.imobiliariagiaretta.com.br/imovel/locacao/sala-comercial/toledo/vila-becker/sala-comercial-ampla-para-locacao-em-otima-localizacao--vila-becker--toledo---pr/797315,Giaretta,0,0,550.0
Sala Comercial Ampla Para Locação Em Ótima Localização,Sala Comercial,18000,0,centro,https://www.imobiliariagiaretta.com.br/imovel/locacao/sala-comercial/toledo/centro/sala-comercial-ampla-para-locacao-em-otima-localizacao--centro--toledo---pr/809524,Giaretta,0,0,750.0
Barracão Amplo Para Locação Em Ótima Localização,Barracão,22497,0,jardim gisela,https://www.imobiliariagiaretta.com.br/imovel/locacao/barracao/toledo/jardim-gisela/barracao-amplo-para-locacao-em-otima-localizacao--jardim-gisela--toledo---pr/879100,Giaretta,0,0,1200.0
Sala Comercial Muito Ampla Para Locação No Centro De Toledo-Pr,Sala Comercial,23000,0,centro,https://www.imobiliariagiaretta.com.br/imovel/locacao/sala-comercial/toledo/centro/sala-comercial-muito-ampla-para-locacao-no-centro-de-toledo-pr/752219,Giaretta,0,0,992.0
Barracão Muito Amplo Para Locação No Centro De Toledo-Pr,Barracão,23000,0,centro,https://www.imobiliariagiaretta.com.br/imovel/locacao/barracao/toledo/centro/barracao-muito-amplo-para-locacao-no-centro-de-toledo-pr/752598,Giaretta,0,0,992.0
Sala Comercial Ampla Para Locação,Sala Comercial,80700,0,jardim tocantins,https://www.imobiliariagiaretta.com.br/imovel/locacao/sala-comercial/toledo/jardim-tocantins/sala-comercial-ampla-para-locacao--jardim-tocantins--toledo---pr/799416,Giaretta,0,0,1608.0
APARTAMENTO BAIRRO VILA BECKER ,Residencial,1300,250.0,vila becker,https://www.imobiliariaaliancatoledo.com.br/detalhes-do-imovel.asp?id=100,Aliança,2,0,83.0
APARTAMENTO CENTRO ,Residencial,3300,,centro,https://www.imobiliariaaliancatoledo.com.br/detalhes-do-imovel.asp?id=545,Aliança,0,0,219.0
APARTAMENTO BAIRRO CENTRO ,Residencial,1850,450.0,centro,https://www.imobiliariaaliancatoledo.com.br/detalhes-do-imovel.asp?id=1272,Aliança,2,0,80.29
SALA COMERCIAL BAIRRO JARDIM PORTO ALEGRE ,Sala Comercial,5800,0.0,jardim porto alegre,https://www.imobiliariaaliancatoledo.com.br/detalhes-do-imovel.asp?id=1284,Aliança,0,0,
CASA BAIRRO CENTRO ,Residencial,5500,0.0,centro,https://www.imobiliariaaliancatoledo.com.br/detalhes-do-imovel.asp?id=1383,Aliança,2,1,507.5
TERRENO BAIRRO CENTRO ,Terreno,4000,0.0,centro,https://www.imobiliariaaliancatoledo.com.br/detalhes-do-imovel.asp?id=1816,Aliança,0,0,900.0
BARRACÃO BAIRRO CENTRO ,Barracão,3500,,centro,https://www.imobiliariaaliancatoledo.com.br/detalhes-do-imovel.asp?id=2297,Aliança,0,0,170.0
SALA COMERCIAL NA VILA PIONEIRO. ,Sala Comercial,5700,0.0,vila pioneiro,https://www.imobiliariaaliancatoledo.com.br/detalhes-do-imovel.asp?id=2670,Aliança,0,0,200.0
SALA COMERCIAL CENTRO ,Sala Comercial,4000,0.0,centro,https://www.imobiliariaaliancatoledo.com.br/detalhes-do-imovel.asp?id=2739,Aliança,0,0,160.0
"Sobrado para locação, JARDIM PORTO ALEGRE, TOLEDO - PR ",Residencial,4500,0.0,jardim porto alegre,https://www.imobiliariaaliancatoledo.com.br/detalhes-do-imovel.asp?id=3325,Aliança,2,2,495.0
SOBRADO BAIRRO JARDIM PORTO ALEGRE ,Residencial,3500,0.0,jardim porto alegre,https://www.imobiliariaaliancatoledo.com.br/detalhes-do-imovel.asp?id=3641,Aliança,3,0,200.0
"Sala Comercial para locação, CENTRO, TOLEDO - PR ",Sala Comercial,4500,0.0,centro,https://www.imobiliariaaliancatoledo.com.br/detalhes-do-imovel.asp?id=3730,Aliança,0,0,150.0
"Sala Comercial para locação, JARDIM PORTO ALEGRE, TOLEDO - PR ",Sala Comercial,4500,,jardim porto alegre,https://www.imobiliariaaliancatoledo.com.br/detalhes-do-imovel.asp?id=3960,Aliança,0,0,200.0
"Barracão para fábricas, indústrias, depósitos para locação, em TOLEDO - PR ",Barracão,12000,0.0,jardim gisela,https://www.imobiliariaaliancatoledo.com.br/detalhes-do-imovel.asp?id=4535,Aliança,0,0,800.0
"Sala Comercial para locação, CENTRO, TOLEDO - PR ",Sala Comercial,2370,225.0,centro,https://www.imobiliariaaliancatoledo.com.br/detalhes-do-imovel.asp?id=4752,Aliança,0,0,60.0
TERRENO NO JARDIM PANCERA ,Terreno,3500,0.0,jardim pancera,https://www.imobiliariaaliancatoledo.com.br/detalhes-do-imovel.asp?id=5337,Aliança,0,0,2046.87
"Sobrado, JARDIM PANCERA, TOLEDO - PR ",Residencial,5100,0.0,jardim pancera,https://www.imobiliariaaliancatoledo.com.br/detalhes-do-imovel.asp?id=5348,Aliança,2,1,
"Sala Comercial para locação, CENTRO, TOLEDO - PR ",Sala Comercial,12500,0.0,centro,https://www.imobiliariaaliancatoledo.com.br/detalhes-do-imovel.asp?id=5490,Aliança,0,0,
"Sala Comercial para locação, JARDIM PORTO ALEGRE, TOLEDO - PR ",Sala Comercial,4500,0.0,jardim porto alegre,https://www.imobiliariaaliancatoledo.com.br/detalhes-do-imovel.asp?id=5607,Aliança,0,0,223.5
"Sala Comercial para locação, CENTRO, TOLEDO - PR ",Sala Comercial,9000,0.0,centro,https://www.imobiliariaaliancatoledo.com.br/detalhes-do-imovel.asp?id=5637,Aliança,0,0,225.0
"Sala Comercial para locação, CENTRO, TOLEDO - PR ",Sala Comercial,4950,0.0,centro,https://www.imobiliariaaliancatoledo.com.br/detalhes-do-imovel.asp?id=5639,Aliança,0,0,117.0
"Sala Comercial para locação, CENTRO, TOLEDO - PR ",Sala Comercial,4950,0.0,centro,https://www.imobiliariaaliancatoledo.com.br/detalhes-do-imovel.asp?id=5642,Aliança,0,0,121.0
"Sala Comercial para locação, ZONA RURAL, TOLEDO - PR ",Sala Comercial,2000,0.0,zona rural,https://www.imobiliariaaliancatoledo.com.br/detalhes-do-imovel.asp?id=5722,Aliança,0,0,
"Lote para locação, JARDIM GISELA, TOLEDO - PR ",Terreno,4000,0.0,jardim gisela,https://www.imobiliariaaliancatoledo.com.br/detalhes-do-imovel.asp?id=5723,Aliança,0,0,2000.0
"Sala Comercial para locação, CENTRO, TOLEDO - PR ",Sala Comercial,9000,,centro,https://www.imobiliariaaliancatoledo.com.br/detalhes-do-imovel.asp?id=5732,Aliança,0,0,650.0
"Apartamento para locação, JARDIM PANCERA, TOLEDO - PR ",Residencial,1500,260.0,jardim pancera,https://www.imobiliariaaliancatoledo.com.br/detalhes-do-imovel.asp?id=5744,Aliança,2,0,72.19
"Barracão para locação, JARDIM PANCERA, TOLEDO - PR ",Barracão,7500,0.0,jardim pancera,https://www.imobiliariaaliancatoledo.com.br/detalhes-do-imovel.asp?id=5884,Aliança,0,0,360.0
"Sobrado para locação, VILA INDUSTRIAL, TOLEDO - PR ",Residencial,11000,0.0,vila industrial,https://www.imobiliariaaliancatoledo.com.br/detalhes-do-imovel.asp?id=6041,Aliança,0,4,800.0
"Apartamento para Locação, CENTRO, TOLEDO - PR ",Residencial,2500,500.0,centro,https://www.imobiliariaaliancatoledo.com.br/detalhes-do-imovel.asp?id=6088,Aliança,2,1,150.0
"Casa para locação, CENTRO, TOLEDO - PR ",Residencial,4500,,centro,https://www.imobiliariaaliancatoledo.com.br/detalhes-do-imovel.asp?id=6123,Aliança,2,1,
"Sala Comercial para locação, CENTRO, TOLEDO - PR ",Sala Comercial,1800,0.0,centro,https://www.imobiliariaaliancatoledo.com.br/detalhes-do-imovel.asp?id=6187,Aliança,0,0,53.0
"Sala Comercial PARA LOCAÇÃO, VILA INDUSTRIAL, TOLEDO - PR ",Sala Comercial,2500,45.0,vila industrial,https://www.imobiliariaaliancatoledo.com.br/detalhes-do-imovel.asp?id=6337,Aliança,0,0,50.0
"Barracão para locação, VILA INDUSTRIAL, TOLEDO - PR ",Barracão,6500,0.0,vila industrial,https://www.imobiliariaaliancatoledo.com.br/detalhes-do-imovel.asp?id=6369,Aliança,0,0,450.0
"Apartamento para locação, JARDIM LA SALLE, TOLEDO - PR ",Residencial,3000,350.0,jardim la salle,https://www.imobiliariaaliancatoledo.com.br/detalhes-do-imovel.asp?id=6422,Aliança,2,0,91.97
"Sala Comercial para locação, CENTRO, TOLEDO - PR ",Sala Comercial,4000,0.0,centro,https://www.imobiliariaaliancatoledo.com.br/detalhes-do-imovel.asp?id=6485,Aliança,0,0,216.0
"Sala Comercial à venda, CENTRO, TOLEDO - PR ",Sala Comercial,2500,0.0,centro,https://www.imobiliariaaliancatoledo.com.br/detalhes-do-imovel.asp?id=6548,Aliança,0,0,75.0
"Sala Comercial para locação, JARDIM PANORAMA II, TOLEDO - PR ",Sala Comercial,950,0.0,jardim panorama ii,https://www.imobiliariaaliancatoledo.com.br/detalhes-do-imovel.asp?id=6620,Aliança,0,0,40.0
